id,location,text
8.56E+17,Boksbiri duskant Sandton,Ek wens ek kan dai #tafelberg steel @ Blaauwberg Beachfront https://t.co/BJnGnq9Drd
8.56E+17,"Cape Town, South Africa",RT @GrowAwaySA: When you told people last night that #Tafelberg wasn't suitable for affordable housing what did you base that on? @helenzil_Ñ_
8.56E+17,"Cape Town, South Africa",RT @GrowAwaySA: When you told people last night that #Tafelberg wasn't suitable for affordable housing what did you base that on? @helenzil_Ñ_
8.56E+17,Cape Town,@GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_ https://t.co/os1XzBy0W6
8.56E+17,Cape Town,@GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_ https://t.co/os1XzBy0W6
8.56E+17,Durban / Cape Town ,RT @ReclaimCT: Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demands https:/_Ñ_
8.56E+17,Durban / Cape Town ,RT @ReclaimCT: Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demands https:/_Ñ_
8.56E+17,South Africa,@jsteenhuisen @OUTASA please can we also Push for Helen Zille to resign and for #Tafelberg to be allocated for social housing. SA is watchn
8.56E+17,South Africa,@jsteenhuisen @OUTASA please can we also Push for Helen Zille to resign and for #Tafelberg to be allocated for social housing. SA is watchn
8.56E+17,"Soweto, South Africa",CC @ReclaimCT https://t.co/10FxKAlCtc
8.56E+17,Cape Town ,RT @GrowAwaySA: .@helenzille @ReclaimCT Here is the type of development that is possible on the site AND a R70m land payment could be gener_Ñ_
8.56E+17,"South Africa, Capetown",RT @syriekert: #NewProfilePic #CapeTown #Tafelberg #BoschWedding https://t.co/E46tIje72Q
8.56E+17,"South Africa, Capetown",RT @syriekert: #NewProfilePic #CapeTown #Tafelberg #BoschWedding https://t.co/E46tIje72Q
8.56E+17,"South Africa, Capetown",RT @syriekert: #NewProfilePic #CapeTown #Tafelberg #BoschWedding https://t.co/E46tIje72Q
8.56E+17,"Capetown, South Africa",RT @syriekert: #NewProfilePic #CapeTown #Tafelberg #BoschWedding https://t.co/E46tIje72Q
8.56E+17,"Cape Town, South Africa",RT @crap_maximus: @GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe @Xila_Noty_Ñ_
8.56E+17,"Soweto, South Africa",RT @ReclaimCT: Discuss https://t.co/UJh8t7ZJVd
8.56E+17,Cape Town,@crap_maximus @ReclaimCT @GavinSilber @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat_Ñ_ https://t.co/UjV8qCCNSd
8.56E+17,Cape Town,@crap_maximus @ReclaimCT @GavinSilber @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat_Ñ_ https://t.co/E06IGD3G8q
8.56E+17,Cape Town,@crap_maximus @ReclaimCT @GavinSilber @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat_Ñ_ https://t.co/E06IGD3G8q
8.56E+17,"Cape Town, South Africa",RT @jared_za: @crap_maximus @ReclaimCT @GavinSilber @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_
8.56E+17,"Cape Town, South Africa",RT @jared_za: @crap_maximus @ReclaimCT @GavinSilber @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_
8.56E+17,Cape Town,RT @ReclaimCT: @jared_za @crap_maximus @GavinSilber @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_
8.56E+17,Cape Town,RT @ReclaimCT: @jared_za @crap_maximus @GavinSilber @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_
8.56E+17,"Capetown, South Africa",RT @syriekert: First time in #CapeTown what a #beautiful place #Tafelberg https://t.co/yala150fMB
8.56E+17,"Capetown, South Africa",RT @syriekert: #NewProfilePic #CapeTown #Tafelberg #BoschWedding https://t.co/E46tIje72Q
8.56E+17,"Capetown, South Africa",RT @syriekert: First time in #CapeTown what a #beautiful place #Tafelberg https://t.co/yala150fMB
8.56E+17,"Capetown, South Africa",RT @syriekert: #NewProfilePic #CapeTown #Tafelberg #BoschWedding https://t.co/E46tIje72Q
8.56E+17,Cape Town,RT @syriekert: #NewProfilePic #CapeTown #Tafelberg #BoschWedding https://t.co/E46tIje72Q
8.56E+17,Cape Town,RT @syriekert: #NewProfilePic #CapeTown #Tafelberg #BoschWedding https://t.co/E46tIje72Q
8.56E+17,cape town,RT @jared_za: @crap_maximus @ReclaimCT @GavinSilber @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_
8.56E+17,cape town,RT @jared_za: @crap_maximus @ReclaimCT @GavinSilber @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_
8.56E+17,cape town,RT @crap_maximus: @GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe @Xila_Noty_Ñ_
8.56E+17,cape town,RT @crap_maximus: @GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe @Xila_Noty_Ñ_
8.56E+17,cape town,RT @crap_maximus: @GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe @Xila_Noty_Ñ_
8.56E+17,cape town,RT @crap_maximus: @GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe @Xila_Noty_Ñ_
8.56E+17,"Johannesburg, South Africa",@GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_ https://t.co/VxmTFnZX5e
8.56E+17,"Johannesburg, South Africa",@GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_ https://t.co/VxmTFnZX5e
8.56E+17,"Johannesburg, South Africa",@GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe_Ñ_ https://t.co/VxmTFnZX5e
8.56E+17,"South Africa, Capetown",RT @syriekert: First time in #CapeTown what a #beautiful place #Tafelberg https://t.co/yala150fMB
8.56E+17,"South Africa, Capetown",RT @syriekert: First time in #CapeTown what a #beautiful place #Tafelberg https://t.co/yala150fMB
8.56E+17,"Cape Town, South Africa",@ReclaimCT @PatriciaDeLille @brettherron i don't understand why it's good news that i can't afford rent or to buy a_Ñ_ https://t.co/irewxeds5V
8.56E+17,Cape Town,@Almostconvinced The challenge of integrating @CapeTown is Closing the spatial divide | see @UCT_news_Ñ_ https://t.co/UA038B7oLw
8.56E+17,"Capetown, South Africa",RT @syriekert: First time in #CapeTown what a #beautiful place #Tafelberg https://t.co/yala150fMB
8.56E+17,"Capetown, South Africa",RT @syriekert: First time in #CapeTown what a #beautiful place #Tafelberg https://t.co/yala150fMB
8.56E+17,"Capetown, South Africa",RT @syriekert: First time in #CapeTown what a #beautiful place #Tafelberg https://t.co/yala150fMB
8.56E+17,"Capetown, South Africa",RT @syriekert: First time in #CapeTown what a #beautiful place #Tafelberg https://t.co/yala150fMB
8.56E+17,"303 Main Rd, Sea Pt, Cape Town",RT @syriekert: First time in #CapeTown what a #beautiful place #Tafelberg https://t.co/yala150fMB
8.56E+17,"Cape Town, South Africa",RT @syriekert: First time in #CapeTown what a #beautiful place #Tafelberg https://t.co/yala150fMB
8.56E+17,Cape Town,@ZackieAchmat @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/VUHyAqSSqV
8.56E+17,Cape Town,@ZackieAchmat @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/VUHyAqSSqV
8.56E+17,Cape Town,@ZackieAchmat @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/VUHyAqSSqV
8.56E+17,"Soweto, South Africa",RT @GrowAwaySA: @ZackieAchmat @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education @pie_Ñ_
8.56E+17,"Soweto, South Africa",RT @GrowAwaySA: @ZackieAchmat @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education @pie_Ñ_
8.56E+17,"Soweto, South Africa",RT @GrowAwaySA: @ZackieAchmat @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education @pie_Ñ_
8.56E+17,Cape Town,@ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/e5mKlgrc0x
8.56E+17,Cape Town,@ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/e5mKlgrc0x
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/ud09JlwURI
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/ud09JlwURI
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/mepk9iFcdm
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/mepk9iFcdm
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/0NGglecj5s
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/0NGglecj5s
8.56E+17,"Pretoria East, South Africa",RT @ZackieAchmat: @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education @pierredevos @pe_Ñ_
8.56E+17,"Pretoria East, South Africa",RT @ZackieAchmat: @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education @pierredevos @pe_Ñ_
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/8vBX4qA46a
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/8vBX4qA46a
8.56E+17,Cape Town,@bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/IN5OPgvfLv
8.56E+17,Cape Town,@bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/IN5OPgvfLv
8.56E+17,"Pretoria East, South Africa",RT @bargematt: @brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pierredevos @pe_Ñ_
8.56E+17,"Pretoria East, South Africa",RT @bargematt: @brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pierredevos @pe_Ñ_
8.56E+17,Cape Town,@bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/EerhjgSlXl
8.56E+17,Cape Town,@bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/EerhjgSlXl
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/bafHlYSRhk
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/bafHlYSRhk
8.56E+17,Cape Town,@bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/X7IvL2MF7W
8.56E+17,Cape Town,@bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/X7IvL2MF7W
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/vRckMaGPFp
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/vRckMaGPFp
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/vRckMaGPFp
8.56E+17,"Cape Town, South Africa",@brettherron @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/vRckMaGPFp
8.56E+17,Cape Town,@bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/vNNQHUvJHT
8.56E+17,Cape Town,@bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/vNNQHUvJHT
8.56E+17,Cape Town,@bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/vNNQHUvJHT
8.56E+17,Cape Town,@bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education_Ñ_ https://t.co/vNNQHUvJHT
8.56E+17,"Green Point, Cape Town",..for 1600 units of the same category as the 270 envisaged at #Tafelberg. Is it really cheaper to 'prototype' at such scale? Sceptical much.
8.56E+17,"Green Point, Cape Town",..for 1600 units of the same category as the 270 envisaged at #Tafelberg. Is it really cheaper to 'prototype' at such scale? Sceptical much.
8.56E+17,Cape Town,When politicians like @helenzille @bmsmad accuse @ReclaimCT @NdifunaUkwazi of 'having agendas' they're right. See _ª¥__Ñ_ https://t.co/7trIFRrsKi
8.56E+17,Cape Town,When politicians like @helenzille @bmsmad accuse @ReclaimCT @NdifunaUkwazi of 'having agendas' they're right. See _ª¥__Ñ_ https://t.co/7trIFRrsKi
8.56E+17,"Cape Town, South Africa",@brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/3ut4iE8zvx
8.56E+17,"Cape Town, South Africa",@brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/3ut4iE8zvx
8.56E+17,Cape Town South Africa,"@brettherron ""The facts are brutal."" Is this why you want to dump 76-year old Aunty Brenda Smith in #Wolwerivier?_Ñ_ https://t.co/93x3agFYQi"
8.56E+17,Cape Town South Africa,"@brettherron ""The facts are brutal."" Is this why you want to dump 76-year old Aunty Brenda Smith in #Wolwerivier?_Ñ_ https://t.co/93x3agFYQi"
8.56E+17,"Pretoria East, South Africa",RT @ReclaimCT: @brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pier_Ñ_
8.56E+17,"Pretoria East, South Africa",RT @ReclaimCT: @brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pier_Ñ_
8.56E+17,"Cape Town, South Africa",@brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/6AQnicGBSD
8.56E+17,"Cape Town, South Africa",@brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/6AQnicGBSD
8.56E+17,"Cape Town, South Africa",@brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/6AQnicGBSD
8.56E+17,"Cape Town, South Africa",@brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/6AQnicGBSD
8.56E+17,"Cape Town, South Africa",@brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/OCgbkDToYb
8.56E+17,"Cape Town, South Africa",@brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/OCgbkDToYb
8.56E+17,"Cape Town, South Africa",@brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/xLky9f6vSO
8.56E+17,"Cape Town, South Africa",@brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/xLky9f6vSO
8.56E+17,"Pretoria East, South Africa",RT @ReclaimCT: @brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pier_Ñ_
8.56E+17,"Pretoria East, South Africa",RT @ReclaimCT: @brettherron @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pier_Ñ_
8.56E+17,Cape Town,@ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/XnTcWSi2BI
8.56E+17,Cape Town,@ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/XnTcWSi2BI
8.56E+17,Cape Town,@ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/XnTcWSi2BI
8.56E+17,Cape Town,@ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/XnTcWSi2BI
8.56E+17,Cape Town,@ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/Ib6jLfXSNd
8.56E+17,Cape Town,@ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/Ib6jLfXSNd
8.56E+17,Cape Town,@ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/xdZth29dUD
8.56E+17,Cape Town,@ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi_Ñ_ https://t.co/xdZth29dUD
8.56E+17,"Cape Town, South Africa",RT @brettherron: @ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pier_Ñ_
8.56E+17,"Cape Town, South Africa",RT @brettherron: @ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pier_Ñ_
8.56E+17,"Cape Town, South Africa",RT @brettherron: @ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pier_Ñ_
8.56E+17,"Cape Town, South Africa",RT @brettherron: @ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pier_Ñ_
8.56E+17,"Cape Town, South Africa",RT @brettherron: @ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pier_Ñ_
8.56E+17,"Cape Town, South Africa",RT @brettherron: @ReclaimCT @bargematt @ZackieAchmat @AndiMakinana @RediTlhabi @Eusebius @GavinSilber @NdifunaUkwazi @equal_education @pier_Ñ_
8.56E+17,"Johannesburg, South Africa",RT @HorbachBonnie: @Almostconvinced The challenge of integrating @CapeTown is Closing the spatial divide | see @UCT_news https://t.co/YxjIL_Ñ_
8.56E+17,South Africa,RT @HorbachBonnie: @Almostconvinced The challenge of integrating @CapeTown is Closing the spatial divide | see @UCT_news https://t.co/YxjIL_Ñ_
8.59E+17,"Khayelitsha, South Africa.",A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,"Khayelitsha, South Africa.",A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,"Khayelitsha, South Africa.",A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,"Khayelitsha, South Africa.",A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,"Komkhulu, KZN",RT @equal_education: A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,"Komkhulu, KZN",RT @equal_education: A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,"Secunda, South Africa",There must be another way we can show white people ses'khona manje https://t.co/BnyQFr2I3p
8.59E+17,"Secunda, South Africa",There must be another way we can show white people ses'khona manje https://t.co/BnyQFr2I3p
8.59E+17,"Gauteng, South Africa",RT @equal_education: A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,"Gauteng, South Africa",RT @equal_education: A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,East London,RT @ThutoPhala: There must be another way we can show white people ses'khona manje https://t.co/BnyQFr2I3p
8.59E+17,East London,RT @ThutoPhala: There must be another way we can show white people ses'khona manje https://t.co/BnyQFr2I3p
8.59E+17,South Africa,"@ShaheerWhite @helenzille Issue of Tafelberg is not an interpretation but a matter of fact, i suggest you sit with_Ñ_ https://t.co/tzXtXP1nzD"
8.59E+17,"Cape Town, South Africa",@WeleSeg I will most certainly do that. I'll check both sides. . . @helenzille @ZackieAchmat @ReclaimCT
8.59E+17,"Cape Town, South Africa",@WeleSeg I will most certainly do that. I'll check both sides. . . @helenzille @ZackieAchmat @ReclaimCT
8.59E+17,"Cape Town, South Africa",@WeleSeg I will most certainly do that. I'll check both sides. . . @helenzille @ZackieAchmat @ReclaimCT
8.59E+17,"Port Elizabeth, South Africa",RT @ThutoPhala: There must be another way we can show white people ses'khona manje https://t.co/BnyQFr2I3p
8.59E+17,"Port Elizabeth, South Africa",RT @ThutoPhala: There must be another way we can show white people ses'khona manje https://t.co/BnyQFr2I3p
8.59E+17,"Cape Town, South Africa","So, the Ses'khona's man, Andile Lili, who also supports Hlaudi Motsoeneng, has thrown his weight behind Mathews Pho_Ñ_ https://t.co/hsmrw5mQpj"
8.59E+17,"Cape Town, South Africa","So, the Ses'khona's man, Andile Lili, who also supports Hlaudi Motsoeneng, has thrown his weight behind Mathews Pho_Ñ_ https://t.co/hsmrw5mQpj"
8.59E+17,"Cape Town, South Africa","So, the Ses'khona's man, Andile Lili, who also supports Hlaudi Motsoeneng, has thrown his weight behind Mathews Pho_Ñ_ https://t.co/hsmrw5mQpj"
8.59E+17,"Cape Town, South Africa","So, the Ses'khona's man, Andile Lili, who also supports Hlaudi Motsoeneng, has thrown his weight behind Mathews Pho_Ñ_ https://t.co/hsmrw5mQpj"
8.59E+17,"Cape Town, South Africa","So, the Ses'khona's man, Andile Lili, who also supports Hlaudi Motsoeneng, has thrown his weight behind Mathews Pho_Ñ_ https://t.co/hsmrw5mQpj"
8.59E+17,"Cape Town, South Africa","So, the Ses'khona's man, Andile Lili, who also supports Hlaudi Motsoeneng, has thrown his weight behind Mathews Pho_Ñ_ https://t.co/hsmrw5mQpj"
8.59E+17,"Cape Town, South Africa","So, the Ses'khona's man, Andile Lili, who also supports Hlaudi Motsoeneng, has thrown his weight behind Mathews Pho_Ñ_ https://t.co/hsmrw5mQpj"
8.59E+17,"Cape Town, South Africa","So, the Ses'khona's man, Andile Lili, who also supports Hlaudi Motsoeneng, has thrown his weight behind Mathews Pho_Ñ_ https://t.co/hsmrw5mQpj"
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
8.59E+17,South Africa,When you don't do conventional great things can happen. Check this out @PatriciaDeLille @ReclaimCT @CapeTalk  https://t.co/dNlGNO1Irs
